prompt_id,method,scale_alpha,file,total_tokens,code_tokens,word_count,code_lines,pass_5_lines,pass_8_lines,pass_10_lines,pass_12_lines,pass_15_lines,syntax_valid
17,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_17_matrix_alpha10.txt,75,75,13,31,False,False,False,False,False,False
17,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_17_matrix_alpha20.txt,75,75,13,31,False,False,False,False,False,False
17,No steering,0.0,outputs/generations/compare_gemma_max/prompt_17_no_steering.txt,75,75,13,31,False,False,False,False,False,False
18,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_18_additive_scale025.txt,74,74,12,31,False,False,False,False,False,False
18,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_18_additive_scale05.txt,74,74,12,31,False,False,False,False,False,False
18,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_18_additive_scale10.txt,74,74,12,31,False,False,False,False,False,False
18,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_18_additive_scale20.txt,74,74,12,31,False,False,False,False,False,False
18,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_18_matrix_alpha025.txt,74,74,12,31,False,False,False,False,False,False
18,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_18_matrix_alpha05.txt,74,74,12,31,False,False,False,False,False,False
18,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_18_matrix_alpha10.txt,74,1,12,0,True,True,True,True,True,True
18,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_18_matrix_alpha20.txt,74,1,12,0,True,True,True,True,True,True
18,No steering,0.0,outputs/generations/compare_gemma_max/prompt_18_no_steering.txt,74,74,12,31,False,False,False,False,False,False
19,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_19_additive_scale025.txt,70,70,8,31,False,False,False,False,False,False
19,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_19_additive_scale05.txt,70,70,8,31,False,False,False,False,False,False
19,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_19_additive_scale10.txt,70,70,8,31,False,False,False,False,False,False
19,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_19_additive_scale20.txt,70,70,8,31,False,False,False,False,False,False
19,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_19_matrix_alpha025.txt,70,70,8,31,False,False,False,False,False,False
19,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_19_matrix_alpha05.txt,70,70,8,31,False,False,False,False,False,False
19,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_19_matrix_alpha10.txt,70,70,8,31,False,False,False,False,False,False
19,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_19_matrix_alpha20.txt,70,1,8,0,True,True,True,True,True,True
19,No steering,0.0,outputs/generations/compare_gemma_max/prompt_19_no_steering.txt,70,70,8,31,False,False,False,False,False,False
20,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_20_additive_scale025.txt,71,71,9,31,False,False,False,False,False,False
20,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_20_additive_scale05.txt,71,71,9,31,False,False,False,False,False,False
20,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_20_additive_scale10.txt,71,71,9,31,False,False,False,False,False,False
20,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_20_additive_scale20.txt,71,71,9,31,False,False,False,False,False,False
20,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_20_matrix_alpha025.txt,71,71,9,31,False,False,False,False,False,False
20,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_20_matrix_alpha05.txt,71,71,9,31,False,False,False,False,False,False
20,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_20_matrix_alpha10.txt,71,1,9,0,True,True,True,True,True,True
20,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_20_matrix_alpha20.txt,71,1,9,0,True,True,True,True,True,True
20,No steering,0.0,outputs/generations/compare_gemma_max/prompt_20_no_steering.txt,71,71,9,31,False,False,False,False,False,False
21,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_21_additive_scale025.txt,74,74,12,31,False,False,False,False,False,False
21,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_21_additive_scale05.txt,74,74,12,31,False,False,False,False,False,False
21,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_21_additive_scale10.txt,74,74,12,31,False,False,False,False,False,False
21,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_21_additive_scale20.txt,74,74,12,31,False,False,False,False,False,False
21,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_21_matrix_alpha025.txt,74,74,12,31,False,False,False,False,False,False
21,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_21_matrix_alpha05.txt,74,74,12,31,False,False,False,False,False,False
21,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_21_matrix_alpha10.txt,74,74,12,31,False,False,False,False,False,False
21,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_21_matrix_alpha20.txt,74,74,12,31,False,False,False,False,False,False
21,No steering,0.0,outputs/generations/compare_gemma_max/prompt_21_no_steering.txt,74,74,12,31,False,False,False,False,False,False
22,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_22_additive_scale025.txt,75,75,13,31,False,False,False,False,False,False
